B,20210504,075500,        90,5912799,E
S,20210504,204000,        20,         1, 840744056,KAR/LIDL205/020,Lidl Summer Trade Drive,UK
S,20210504,204020,        30,         2, 835727758,ORC/TAFC201/030,Menter Caerdydd,UK
S,20210504,204050,        10,         3, 840738945,PCH/SALE002/010,Lebara SR (BAR),UK
B,20210504,205000,        60,5912835,E
S,20210504,205000,        30,         1, 837091485,QST/YOSF125/030,Youngs Gastro (BAR),UK
S,20210504,205030,        10,         2, 840738946,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,205040,        20,         3, 840744057,KAR/LIDL205/020,Lidl Summer Trade Drive,UK
B,20210504,211500,       180,5912837,C
S,20210504,211500,        10,         1, 838029536,AMZ/PRWR006/010,Amazon Engage Prime,UK
S,20210504,211510,        20,         2, 838378219,TAG/FNGB794/020,Finish Additives Washing Up Liquid,UK
S,20210504,211530,        20,         3, 840744789,KRO/BIFL002/020,Boehringer Frontline,UK
S,20210504,211550,        20,         4, 838378220,HKX/GADA008/020,Gaviscon Dada,UK
S,20210504,211610,        30,         5, 835727760,ORC/TAFC201/030,Menter Caerdydd,UK
S,20210504,211640,        10,         6, 840738947,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,211650,        30,         7, 838387358,IRI/BCBR010/030,Cinch,UK
S,20210504,211720,        30,         8, 840742680,DRG/AMAL115/030,Amazon Just Ask Alexa,UK
S,20210504,211750,        10,         9, 837120553,PCH/BADH001/010,Badoo Dating Site (BAR),UK
B,20210504,213000,       180,5912838,C
S,20210504,213000,        30,         1, 838035997,AMZ/MMBD002/030,Amazon Brand Truths Moment,UK
S,20210504,213030,        20,         2, 838384686,NSR/BHPP001/020,Harpic,UK
S,20210504,213050,        10,         3, 838393679,QST/YOSF130/010,Youngs Gastro (BAR),UK
S,20210504,213100,        30,         4, 839232718,FRS/CRWW001/030,Cancer Research Wales,UK
S,20210504,213130,        30,         5, 840742674,DRG/AMAL115/030,Amazon Just Ask Alexa,UK
S,20210504,213200,        30,         6, 838401948,MCE/CPSW702/030,Nestle Shreddies Cereal,UK
S,20210504,213230,        30,         7, 838149782,OGY/VODF244/030,Vodafone Voxi (BAR),UK
B,20210504,214500,       180,5912839,C
S,20210504,214500,        20,         1, 838028777,EGP/AMFU062/020,Amazon Core Proposition,UK
S,20210504,214520,        30,         2, 836881167,INN/KIAM051/030,Kia Electric (NBA),UK
S,20210504,214550,        30,         3, 839231945,BIW/WELS001/030,Bioinnovation Wales,UK
S,20210504,214620,        30,         4, 838402483,MCE/JEAT144/030,Just Eat BAU,UK
S,20210504,214650,        10,         5, 838386546,KAR/KENC014/010,Kenco Duo,UK
S,20210504,214700,        30,         6, 840562928,BDE/LGEV001/030,LG Electronics OLED TV,UK
S,20210504,214730,        30,         7, 838028778,AED/AVMB091/030,Aviva Masterbrand,UK
B,20210504,215500,        90,5912840,E
S,20210504,215500,        40,         1, 840865223,HNW/GLLE466/040,Global Radio Brand,UK
S,20210504,215540,        20,         2, 840605638,HOG/JHAV323/020,J&J Aveeno,UK
S,20210504,215600,        10,         3, 840738948,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,215610,        10,         4, 840747252,AMZ/PRWR006/010,Amazon Engage Prime,UK
S,20210504,215620,        10,         5, 840694296,KAR/CONF131/010,Confused Rewards,UK
B,20210504,221400,       150,5912841,C
S,20210504,221400,        20,         1, 840744743,EGP/AMFU062/020,Amazon Core Proposition,UK
S,20210504,221420,        30,         2, 836870713,MIF/RAET577/030,Renault Zoe OM,UK
S,20210504,221450,        30,         3, 836361266,GOS/SFMM007/030,Welsh Government Student Finance,UK
S,20210504,221520,        10,         4, 840738949,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,221530,        30,         5, 836528118,KOA/BLNK100/030,Butchers Blink Cat Food Shared Rewa,UK
S,20210504,221600,        30,         6, 840573619,FTB/FMPM003/030,FindMyPast SR,UK
B,20210504,222800,       150,5912842,C
S,20210504,222800,        30,         1, 836868763,INN/KIAM051/030,Kia Electric (NBA),UK
S,20210504,222830,        20,         2, 840744797,KRO/BIFL002/020,Boehringer Frontline,UK
S,20210504,222850,        10,         3, 840863292,PMC/PRMF001/010,1 Million Unisex Fragrance,UK
S,20210504,222900,        10,         4, 836516847,VCC/SICO002/010,Simply Cook Shared Reward,UK
S,20210504,222910,        10,         5, 840738950,PCH/SALE002/010,Lebara SR (BAR),UK
S,20210504,222920,        30,         6, 836516846,MKN/PEBI030/030,Peloton Direct SR,UK
S,20210504,222950,        30,         7, 840573621,FTB/FMPM004/030,FindMyPast SR,UK
S,20210504,223020,        10,         8, 838950797,AMZ/PRWR006/010,Amazon Engage Prime,UK
B,20210504,224200,       150,5912843,C
