HS2021050502032021050620220104AI
D202106032300278629   New Tricks (11)                                                                                     New Tricks                                                                                          154698   03. Deep Swimming                                                                                   Deep Swimming                                                                                       327084   06055  500028351Crime Drama                                                                                         004500168937448New Tricks                                                                                          
D202106032400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595212   Ep 10                                                                                               Reality Checks Don't Bounce                                                                         595200   05658  500028351Crime Drama                                                                                         004114166400825Stumptown                                                                                           
D202106032500569492   The Guardian (03)                                                                                   The Guardian                                                                                        569503   Ep 11                                                                                               Legacy                                                                                              569348   05742  500028351Crime Drama                                                                                         004158166495921The Guardian                                                                                        
D202106032600569492   The Guardian (03)                                                                                   The Guardian                                                                                        569504   Ep 12                                                                                               Beautiful Blue Mystic                                                                               569348   04738  500028351Crime Drama                                                                                         004242166495922The Guardian                                                                                        
D202106032700579081   Rush (01)                                                                                           Rush                                                                                                579091   Episode 10                                                                                          Rush                                                                                                579080   04910  500028351Crime Drama                                                                                         004404166495891Rush                                                                                                
D202106032749585217   Director's Short Cut (1)                                                                            Director's Short Cut                                                                                585239   22, Terry Gilliam: Monty Python's Holy Grail                                                        Director's Short Cut                                                                                585216   00450  500023213Filler                                                                                              000400171826712Director's Short Cut                                                                                
D202106032754585217   Director's Short Cut (1)                                                                            Director's Short Cut                                                                                585273   56, David Yates: Harry Potter cast                                                                  Director's Short Cut                                                                                585216   00500  500023213Filler                                                                                              000400171826726Director's Short Cut                                                                                
D202106040710602235   Murdoch Mysteries (14)                                                                              Murdoch Mysteries                                                                                   602243   Ep 08                                                                                               The Dominion of New South Mimico                                                                    327083   04739  500028351Crime Drama                                                                                         004213168771917Murdoch Mysteries                                                                                   
D202106040800602235   Murdoch Mysteries (14)                                                                              Murdoch Mysteries                                                                                   602244   Ep 09                                                                                               The .38 Murdoch Special                                                                             327083   05745  500028351Crime Drama                                                                                         004201168771918Murdoch Mysteries                                                                                   
D202106040855583134   Father Brown (06)                                                                                   Father Brown                                                                                        583152   08, The Cat of Mastigatus                                                                           The Cat of Mastigatus                                                                               329855   05951  500023209Drama                                                                                               004407168771857Father Brown                                                                                        
D202106040955581539   Miss Fisher and the Crypt of Tears                                                                  Miss Fisher and the Crypt of Tears                                                                  581539   Miss Fisher and the Crypt of Tears                                                                  Miss Fisher and the Crypt of Tears                                                                  581538   12525  500028351Crime Drama                                                                                         009429168772098Miss Fisher and the Crypt of Tears                                                                  
D202106041200278629   New Tricks (11)                                                                                     New Tricks                                                                                          154699   04. Ghosts                                                                                          Ghosts                                                                                              327084   06105  500028351Crime Drama                                                                                         004500168772225New Tricks                                                                                          
D202106041300583134   Father Brown (06)                                                                                   Father Brown                                                                                        583152   08, The Cat of Mastigatus                                                                           The Cat of Mastigatus                                                                               329855   05951  500023209Drama                                                                                               004407168772237Father Brown                                                                                        
D202106041400262082   Murdoch Mysteries (07) (HD)                                                                         Murdoch Mysteries                                                                                   132569   18, The Death of Dr. Ogden                                                                          The Death of Dr Ogden                                                                               327083   05706  500028351Crime Drama                                                                                         004500166400522Murdoch Mysteries                                                                                   
D202106041500273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147472   01, On the Waterfront - Part One                                                                    On the Waterfront - Part One                                                                        327083   05701  500028351Crime Drama                                                                                         004400166400523Murdoch Mysteries                                                                                   
D202106041600273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147473   02, On the Waterfront - Part Two                                                                    On the Waterfront - Part Two                                                                        327083   05743  500028351Crime Drama                                                                                         004400166400524Murdoch Mysteries                                                                                   
D202106041700595201   Stumptown (01)                                                                                      Stumptown                                                                                           595206   Ep 04                                                                                               Family Ties                                                                                         595200   05633  500028351Crime Drama                                                                                         004049168774529Stumptown                                                                                           
D202106041800590553   Major Crimes (06)                                                                                   Major Crimes                                                                                        590565   Ep 12, By Any Means: Part 3                                                                         By Any Means: Part 3                                                                                589366   05626  500028351Crime Drama                                                                                         004042168775087Major Crimes                                                                                        
D202106041900590553   Major Crimes (06)                                                                                   Major Crimes                                                                                        590566   Ep 13, By Any Means: Part 4                                                                         By Any Means: Part 4                                                                                589366   05325  500028351Crime Drama                                                                                         003741168775094Major Crimes                                                                                        
D202106042000573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573993   Ep 03                                                                                               The Impossible Murder                                                                               329463   05953  500028351Crime Drama                                                                                         004409169062262Death in Paradise                                                                                   
D202106042100264294   Death in Paradise (01) (HD)                                                                         Death in Paradise                                                                                   136835   03, Predicting Murder                                                                               Predicting Murder                                                                                   329463   06112  500023209Drama                                                                                               004500166400725Death in Paradise                                                                                   
D202106042200602235   Murdoch Mysteries (14)                                                                              Murdoch Mysteries                                                                                   602240   Ep 05                                                                                               Murder Checks In                                                                                    327083   05757  500028351Crime Drama                                                                                         004213168928843Murdoch Mysteries                                                                                   
D202106042300278629   New Tricks (11)                                                                                     New Tricks                                                                                          154699   04. Ghosts                                                                                          Ghosts                                                                                              327084   06105  500028351Crime Drama                                                                                         004500168937447New Tricks                                                                                          
D202106042400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595213   Ep 11                                                                                               The Past And The Furious                                                                            595200   05656  500028351Crime Drama                                                                                         004112166400826Stumptown                                                                                           
D202106042500569492   The Guardian (03)                                                                                   The Guardian                                                                                        569505   Ep 13                                                                                               Amends                                                                                              569348   05834  500028351Crime Drama                                                                                         004250166495922The Guardian                                                                                        
D202106042600569492   The Guardian (03)                                                                                   The Guardian                                                                                        569506   Ep 14                                                                                               All Is Mended                                                                                       569348   04736  500028351Crime Drama                                                                                         004240166495923The Guardian                                                                                        
D202106042700579081   Rush (01)                                                                                           Rush                                                                                                579092   Episode 11                                                                                          Rush                                                                                                579080   04929  500028351Crime Drama                                                                                         004423166495892Rush                                                                                                
D202106042749585217   Director's Short Cut (1)                                                                            Director's Short Cut                                                                                585230   13, Randal Kleiser: Grease                                                                          Director's Short Cut                                                                                585216   00450  500023213Filler                                                                                              000400171826778Director's Short Cut                                                                                
D202106042754585217   Director's Short Cut (1)                                                                            Director's Short Cut                                                                                585227   10, Chris Columbus: Harry Potter                                                                    Director's Short Cut                                                                                585216   00500  500023213Filler                                                                                              000400171826810Director's Short Cut                                                                                
D202106050710273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147478   07, What Lies Buried                                                                                What Lies Buried                                                                                    327083   04727  500028351Crime Drama                                                                                         004400168938536Murdoch Mysteries                                                                                   
D202106050800273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147479   08, High Voltage                                                                                    High Voltage                                                                                        327083   05758  500028351Crime Drama                                                                                         004400169064646Murdoch Mysteries                                                                                   
D202106050900264294   Death in Paradise (01) (HD)                                                                         Death in Paradise                                                                                   136835   03, Predicting Murder                                                                               Predicting Murder                                                                                   329463   06112  500023209Drama                                                                                               004500166481971Death in Paradise                                                                                   
D202106051000604965   Hudson & Rex (03)                                                                                   Hudson & Rex                                                                                        604980   15, Seeing is Deceiving                                                                             Hudson & Rex                                                                                        600779   05944  500028351Crime Drama                                                                                         004400163495566Hudson & Rex                                                                                        
D202106051100604965   Hudson & Rex (03)                                                                                   Hudson & Rex                                                                                        604981   16, The Art of the Steal                                                                            Hudson & Rex                                                                                        600779   05944  500028351Crime Drama                                                                                         004400163495567Hudson & Rex                                                                                        
D202106051200573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573991   Ep 01                                                                                               Erupting in Murder                                                                                  329463   07655  500028351Crime Drama                                                                                         005757169064899Death in Paradise                                                                                   
D202106051320573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573992   Ep 02                                                                                               The Secret of the Flame Tree                                                                        329463   08045  500028351Crime Drama                                                                                         005753169064912Death in Paradise                                                                                   
D202106051440573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573993   Ep 03                                                                                               The Impossible Murder                                                                               329463   07836  500028351Crime Drama                                                                                         005744169064913Death in Paradise                                                                                   
D202106051600555641   The Coroner (1)                                                                                     The Coroner                                                                                         555643   01, First Love                                                                                      First Love                                                                                          555640   06046  500023209Drama                                                                                               004502169065033The Coroner                                                                                         
D202106051700555641   The Coroner (1)                                                                                     The Coroner                                                                                         555648   02, How to Catch a Lobster                                                                          How to Catch a Lobster                                                                              555640   06030  500023209Drama                                                                                               004446169065058The Coroner                                                                                         
D202106051800231080   Miss Marple Omnibus (2)                                                                             Miss Marple                                                                                         47404    01, Murder At The Vicarage                                                                          Murder at the Vicarage                                                                              327174   12008  500028351Crime Drama                                                                                         009000169035644Miss Marple                                                                                         
D202106052000573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573991   Ep 01                                                                                               Erupting in Murder                                                                                  329463   07949  500028351Crime Drama                                                                                         005757169064940Death in Paradise                                                                                   
D202106052120573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573992   Ep 02                                                                                               The Secret of the Flame Tree                                                                        329463   07845  500028351Crime Drama                                                                                         005753169064939Death in Paradise                                                                                   
D202106052240573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573994   Ep 04                                                                                               Stumped in Murder                                                                                   329463   07844  500028351Crime Drama                                                                                         005752169064975Death in Paradise                                                                                   
D202106052400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595214   Ep 12                                                                                               Dirty Dexy Money                                                                                    595200   05612  500028351Crime Drama                                                                                         004028166400827Stumptown                                                                                           
D202106052500569492   The Guardian (03)                                                                                   The Guardian                                                                                        569507   Ep 15                                                                                               Without Consent                                                                                     569348   05833  500028351Crime Drama                                                                                         004249166495924The Guardian                                                                                        
D202106052600569492   The Guardian (03)                                                                                   The Guardian                                                                                        569508   Ep 16                                                                                               Sparkle                                                                                             569348   04740  500028351Crime Drama                                                                                         004244166495924The Guardian                                                                                        
D202106052700579081   Rush (01)                                                                                           Rush                                                                                                579093   Episode 12                                                                                          Rush                                                                                                579080   04923  500028351Crime Drama                                                                                         004427166495892Rush                                                                                                
D202106060710273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147480   09, Keystone Constables                                                                             The Keystone Constables                                                                             327083   04734  500028351Crime Drama                                                                                         004400169064707Murdoch Mysteries                                                                                   
D202106060800273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147482   10, Murdoch And The Temple of Death                                                                 Murdoch and the Temple of Death                                                                     327083   05754  500028351Crime Drama                                                                                         004400169064787Murdoch Mysteries                                                                                   
D202106060900573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573991   Ep 01                                                                                               Erupting in Murder                                                                                  329463   07655  500028351Crime Drama                                                                                         005757169065019Death in Paradise                                                                                   
D202106061020573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573992   Ep 02                                                                                               The Secret of the Flame Tree                                                                        329463   08045  500028351Crime Drama                                                                                         005753169064976Death in Paradise                                                                                   
D202106061140573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573994   Ep 04                                                                                               Stumped in Murder                                                                                   329463   07844  500028351Crime Drama                                                                                         005752169065021Death in Paradise                                                                                   
D202106061300604965   Hudson & Rex (03)                                                                                   Hudson & Rex                                                                                        604980   15, Seeing is Deceiving                                                                             Hudson & Rex                                                                                        600779   05944  500028351Crime Drama                                                                                         004400163495568Hudson & Rex                                                                                        
D202106061400604965   Hudson & Rex (03)                                                                                   Hudson & Rex                                                                                        604981   16, The Art of the Steal                                                                            Hudson & Rex                                                                                        600779   05944  500028351Crime Drama                                                                                         004400163495568Hudson & Rex                                                                                        
D202106061500555641   The Coroner (1)                                                                                     The Coroner                                                                                         555643   01, First Love                                                                                      First Love                                                                                          555640   06046  500023209Drama                                                                                               004502169065068The Coroner                                                                                         
D202106061600555641   The Coroner (1)                                                                                     The Coroner                                                                                         555648   02, How to Catch a Lobster                                                                          How to Catch a Lobster                                                                              555640   06030  500023209Drama                                                                                               004446169065059The Coroner                                                                                         
D202106061700573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573994   Ep 04                                                                                               Stumped in Murder                                                                                   329463   05953  500028351Crime Drama                                                                                         004409169065069Death in Paradise                                                                                   
D202106061800598861   Father Brown (08)                                                                                   Father Brown                                                                                        599237   08, The Curse of the Aesthetic                                                                      The Curse of the Aesthetic                                                                          329855   05933  500028351Crime Drama                                                                                         004349166572824Father Brown                                                                                        
D202106061900600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600781   01, The Hunt                                                                                        The Hunt                                                                                            600779   05731  500028351Crime Drama                                                                                         004147169065089Hudson & Rex                                                                                        
D202106062000600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600782   02, Fearless Freaks                                                                                 Fearless Freaks                                                                                     600779   05733  500028351Crime Drama                                                                                         004149169065090Hudson & Rex                                                                                        
D202106062100583094   Death in Paradise (07)                                                                              Death in Paradise                                                                                   583117   Ep 05                                                                                               Murder on the Day of the Dead                                                                       329463   06007  500028351Crime Drama                                                                                         004423163496069Death in Paradise                                                                                   
D202106062200599495   Tommy (01)                                                                                          Tommy                                                                                               599503   Ep 08                                                                                               The Swatting Game                                                                                   599494   05656  500028351Crime Drama                                                                                         004112163494790Tommy                                                                                               
D202106062300598861   Father Brown (08)                                                                                   Father Brown                                                                                        599237   08, The Curse of the Aesthetic                                                                      The Curse of the Aesthetic                                                                          329855   05933  500028351Crime Drama                                                                                         004349169105267Father Brown                                                                                        
D202106062400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595215   Ep 13                                                                                               The Dex Factor                                                                                      595200   05653  500028351Crime Drama                                                                                         004109166400827Stumptown                                                                                           
D202106062500569492   The Guardian (03)                                                                                   The Guardian                                                                                        569509   Ep 17                                                                                               The Watchers                                                                                        569348   05755  500028351Crime Drama                                                                                         004211166495925The Guardian                                                                                        
D202106062600569492   The Guardian (03)                                                                                   The Guardian                                                                                        569510   Ep 18                                                                                               The Bachelor Party                                                                                  569348   04746  500028351Crime Drama                                                                                         004250166495925The Guardian                                                                                        
D202106062700579081   Rush (01)                                                                                           Rush                                                                                                579094   Episode 13                                                                                          Rush                                                                                                579080   04837  500028351Crime Drama                                                                                         004341166495893Rush                                                                                                
