HS2021050502032021050620220104AI
D202106102200602235   Murdoch Mysteries (14)                                                                              Murdoch Mysteries                                                                                   602242   Ep 07                                                                                               Murdoch Escape Room                                                                                 327083   05757  500028351Crime Drama                                                                                         004213168937564Murdoch Mysteries                                                                                   
D202106102300278629   New Tricks (11)                                                                                     New Tricks                                                                                          154703   08. The English Defence                                                                             The English Defence                                                                                 327084   06104  500028351Crime Drama                                                                                         004500168937448New Tricks                                                                                          
D202106102400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595219   Ep 17                                                                                               The Dex Files                                                                                       595200   05642  500028351Crime Drama                                                                                         004058166400830Stumptown                                                                                           
D202106102500585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585427   Ep 01                                                                                               Pilot                                                                                               585406   06851  500023209Drama                                                                                               005159169179823I am the Night                                                                                      
D202106102610569492   The Guardian (03)                                                                                   The Guardian                                                                                        569511   Ep 19                                                                                               Remember                                                                                            569348   04648  500028351Crime Drama                                                                                         004152166571502The Guardian                                                                                        
D202106102710569492   The Guardian (03)                                                                                   The Guardian                                                                                        569512   Ep 20                                                                                               The Vote                                                                                            569348   04802  500028351Crime Drama                                                                                         004246166571560The Guardian                                                                                        
D202106110710247404   Murdoch Mysteries (01) (HD)                                                                         Murdoch Mysteries                                                                                   97388    07, Body Double (use 86)                                                                            Body Double                                                                                         327083   05055  500023381Crime                                                                                               004529168772091Murdoch Mysteries                                                                                   
D202106110800247404   Murdoch Mysteries (01) (HD)                                                                         Murdoch Mysteries                                                                                   97389    08, Still Waters (use 85)                                                                           Still Waters                                                                                        327083   06056  500023381Crime                                                                                               004600168772096Murdoch Mysteries                                                                                   
D202106110900596779   Father Brown (07)                                                                                   Father Brown                                                                                        596811   03, The Whistle in the Dark                                                                         The Whistle in the Dark                                                                             329855   05942  500028351Crime Drama                                                                                         004358168772324Father Brown                                                                                        
D202106111000265895   Dr Blake Mysteries (1) (HD)                                                                         The Doctor Blake Mysteries                                                                          138627   05, Hearts & Flowers                                                                                Hearts & Flowers                                                                                    329484   06020  500028351Crime Drama                                                                                         004430168773572Dr Blake Mysteries                                                                                  
D202106111100588658   My Life Is Murder (01)                                                                              My Life Is Murder                                                                                   588663   Ep 05                                                                                               Feet of Clay                                                                                        588657   05901  500028351Crime Drama                                                                                         004317168773589My Life Is Murder                                                                                   
D202106111200278629   New Tricks (11)                                                                                     New Tricks                                                                                          154704   09. Breadcrumbs                                                                                     Breadcrumbs                                                                                         327084   06103  500028351Crime Drama                                                                                         004500168773928New Tricks                                                                                          
D202106111300596779   Father Brown (07)                                                                                   Father Brown                                                                                        596811   03, The Whistle in the Dark                                                                         The Whistle in the Dark                                                                             329855   05942  500028351Crime Drama                                                                                         004358168774076Father Brown                                                                                        
D202106111400273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147485   15, Shipwreck (82 PRE)                                                                              Shipwreck                                                                                           327083   05759  500028351Crime Drama                                                                                         004400168774176Murdoch Mysteries                                                                                   
D202106111500273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147486   16, CrabtreeMania (86 POST / 85 PRE)                                                                Crabtreemania                                                                                       327083   05746  500028351Crime Drama                                                                                         004202168774178Murdoch Mysteries                                                                                   
D202106111600273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147488   17, Election Day                                                                                    Election Day                                                                                        327083   05748  500028351Crime Drama                                                                                         004400168774181Murdoch Mysteries                                                                                   
D202106111700595201   Stumptown (01)                                                                                      Stumptown                                                                                           595211   Ep 09                                                                                               Dex Education                                                                                       595200   05607  500028351Crime Drama                                                                                         004023168775011Stumptown                                                                                           
D202106111800595438   Miss Scarlet and the Duke (01) hour long version                                                    Miss Scarlet and the Duke                                                                           595443   Ep 05                                                                                               Miss Scarlet and the Duke                                                                           592610   05939  500028351Crime Drama                                                                                         004355168775100Miss Scarlet and the Duke                                                                           
D202106111900265895   Dr Blake Mysteries (1) (HD)                                                                         The Doctor Blake Mysteries                                                                          138627   05, Hearts & Flowers                                                                                Hearts & Flowers                                                                                    329484   06020  500028351Crime Drama                                                                                         004430168775124Dr Blake Mysteries                                                                                  
D202106112000573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573995   Ep 05                                                                                               Man Overboard - Part One                                                                            329463   06012  500028351Crime Drama                                                                                         004428169065262Death in Paradise                                                                                   
D202106112100264294   Death in Paradise (01) (HD)                                                                         Death in Paradise                                                                                   136836   04, Missing a Body?                                                                                 Missing a Body?                                                                                     329463   06058  500023209Drama                                                                                               004500166400726Death in Paradise                                                                                   
D202106112200602235   Murdoch Mysteries (14)                                                                              Murdoch Mysteries                                                                                   602243   Ep 08                                                                                               The Dominion of New South Mimico                                                                    327083   05757  500028351Crime Drama                                                                                         004213168937565Murdoch Mysteries                                                                                   
D202106112300278629   New Tricks (11)                                                                                     New Tricks                                                                                          154704   09. Breadcrumbs                                                                                     Breadcrumbs                                                                                         327084   06103  500028351Crime Drama                                                                                         004500168937445New Tricks                                                                                          
D202106112400595201   Stumptown (01)                                                                                      Stumptown                                                                                           595220   Ep 18                                                                                               All Hands on Dex                                                                                    595200   05656  500028351Crime Drama                                                                                         004112166400830Stumptown                                                                                           
D202106112500585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585428   Ep 02                                                                                               Phenomenon of Interference                                                                          585406   06358  500023209Drama                                                                                               004814169179824I am the Night                                                                                      
D202106112605569492   The Guardian (03)                                                                                   The Guardian                                                                                        569513   Ep 21                                                                                               Blood In, Blood Out                                                                                 569348   04726  500028351Crime Drama                                                                                         004230166571560The Guardian                                                                                        
D202106112700569492   The Guardian (03)                                                                                   The Guardian                                                                                        569514   Ep 22                                                                                               Antarctica                                                                                          569348   04806  500028351Crime Drama                                                                                         004250166571561The Guardian                                                                                        
D202106120710273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147483   11, All That Glitters                                                                               All That Glitters                                                                                   327083   04734  500028351Crime Drama                                                                                         004400169064837Murdoch Mysteries                                                                                   
D202106120800273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147484   12, The Devil Wears Whalebone                                                                       The Devil Wears Whalebone                                                                           327083   05757  500028351Crime Drama                                                                                         004400169064871Murdoch Mysteries                                                                                   
D202106120900264294   Death in Paradise (01) (HD)                                                                         Death in Paradise                                                                                   136836   04, Missing a Body?                                                                                 Missing a Body?                                                                                     329463   06058  500023209Drama                                                                                               004500166481797Death in Paradise                                                                                   
D202106121000600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600781   01, The Hunt                                                                                        The Hunt                                                                                            600779   05731  500028351Crime Drama                                                                                         004147169065215Hudson & Rex                                                                                        
D202106121100600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600782   02, Fearless Freaks                                                                                 Fearless Freaks                                                                                     600779   05733  500028351Crime Drama                                                                                         004149169065170Hudson & Rex                                                                                        
D202106121200573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573995   Ep 05                                                                                               Man Overboard - Part One                                                                            329463   07844  500028351Crime Drama                                                                                         005752169065374Death in Paradise                                                                                   
D202106121320573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573996   Ep 06                                                                                               Man Overboard - Part Two                                                                            329463   07850  500028351Crime Drama                                                                                         005758169065378Death in Paradise                                                                                   
D202106121440573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573997   Ep 07                                                                                               In the Footsteps of a Killer                                                                        329463   07849  500028351Crime Drama                                                                                         005757169065378Death in Paradise                                                                                   
D202106121600555641   The Coroner (1)                                                                                     The Coroner                                                                                         555645   03, That's the Way To Do It                                                                         That's the Way To Do It                                                                             555640   05925  500023209Drama                                                                                               004341169065101The Coroner                                                                                         
D202106121700555641   The Coroner (1)                                                                                     The Coroner                                                                                         555644   04, The Fisherman's Tale                                                                            The Fisherman's Tale                                                                                555640   06012  500023209Drama                                                                                               004428169065159The Coroner                                                                                         
D202106121800231080   Miss Marple Omnibus (2)                                                                             Miss Marple                                                                                         47405    02, Sleeping Murder                                                                                 Sleeping Murder                                                                                     327174   12008  500028351Crime Drama                                                                                         009000169062246Miss Marple                                                                                         
D202106122000573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573996   Ep 06                                                                                               Man Overboard - Part Two                                                                            329463   05835  500028351Crime Drama                                                                                         004251169065415Death in Paradise                                                                                   
D202106122100573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573997   Ep 07                                                                                               In the Footsteps of a Killer                                                                        329463   05950  500028351Crime Drama                                                                                         004406169065416Death in Paradise                                                                                   
D202106122200607779   Smother                                                                                             Smother                                                                                             607981   Ep 01                                                                                               Smother                                                                                             607778   06852  500023209Drama                                                                                               005200168932283Smother                                                                                             
D202106122310607779   Smother                                                                                             Smother                                                                                             607982   Ep 02                                                                                               Smother                                                                                             607778   07252  500023209Drama                                                                                               005200168932894Smother                                                                                             
D202106122420599495   Tommy (01)                                                                                          Tommy                                                                                               599496   Ep 01                                                                                               In Dreams Begin Responsibilities                                                                    599494   05641  500028351Crime Drama                                                                                         004057169066836Tommy                                                                                               
D202106122515585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585429   Ep 03                                                                                               Dark Flower                                                                                         585406   05943  500023209Drama                                                                                               004725169179824I am the Night                                                                                      
D202106122615585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585430   Ep 04                                                                                               Matador                                                                                             585406   05240  500023209Drama                                                                                               004744169179825I am the Night                                                                                      
D202106122710579127   Rush (02)                                                                                           Rush                                                                                                579131   Episode 04                                                                                          Rush                                                                                                579080   04854  500028351Crime Drama                                                                                         004338169180979Rush                                                                                                
D202106130710273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147481   13, Incurables                                                                                      The Incurables                                                                                      327083   04709  500028351Crime Drama                                                                                         004400169064874Murdoch Mysteries                                                                                   
D202106130800273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147487   14, Toronto's Girl Problem                                                                          Toronto's Girl Problem                                                                              327083   05756  500028351Crime Drama                                                                                         004400169064876Murdoch Mysteries                                                                                   
D202106130900273821   Murdoch Mysteries (08) (HD)                                                                         Murdoch Mysteries                                                                                   147485   15, Shipwreck (82 PRE)                                                                              Shipwreck                                                                                           327083   05759  500028351Crime Drama                                                                                         004400169065431Murdoch Mysteries                                                                                   
D202106131000573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573998   Ep 08                                                                                               Murder in the Polls                                                                                 329463   07650  500028351Crime Drama                                                                                         005752169065537Death in Paradise                                                                                   
D202106131120573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573996   Ep 06                                                                                               Man Overboard - Part Two                                                                            329463   08050  500028351Crime Drama                                                                                         005758169065620Death in Paradise                                                                                   
D202106131240573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573997   Ep 07                                                                                               In the Footsteps of a Killer                                                                        329463   07849  500028351Crime Drama                                                                                         005757169065538Death in Paradise                                                                                   
D202106131400555641   The Coroner (1)                                                                                     The Coroner                                                                                         555645   03, That's the Way To Do It                                                                         That's the Way To Do It                                                                             555640   05925  500023209Drama                                                                                               004341169065159The Coroner                                                                                         
D202106131500555641   The Coroner (1)                                                                                     The Coroner                                                                                         555644   04, The Fisherman's Tale                                                                            The Fisherman's Tale                                                                                555640   06012  500023209Drama                                                                                               004428169065160The Coroner                                                                                         
D202106131600573990   Death In Paradise (06)                                                                              Death in Paradise                                                                                   573998   Ep 08                                                                                               Murder in the Polls                                                                                 329463   06004  500028351Crime Drama                                                                                         004420169065661Death in Paradise                                                                                   
D202106131700583094   Death in Paradise (07)                                                                              Death in Paradise                                                                                   583113   Ep 01                                                                                               Murder from Above                                                                                   329463   06013  500028351Crime Drama                                                                                         004429169065662Death in Paradise                                                                                   
D202106131800598861   Father Brown (08)                                                                                   Father Brown                                                                                        599238   09, The Fall of the House of St Gardner                                                             The Fall of the House of St Gardner                                                                 329855   05943  500028351Crime Drama                                                                                         004359166572825Father Brown                                                                                        
D202106131900600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600783   03, Haunted by the Past                                                                             Haunted by the Past                                                                                 600779   05731  500028351Crime Drama                                                                                         004147169065216Hudson & Rex                                                                                        
D202106132000600780   Hudson & Rex (01)                                                                                   Hudson & Rex                                                                                        600784   04, School Days                                                                                     School Days                                                                                         600779   05734  500028351Crime Drama                                                                                         004150169065217Hudson & Rex                                                                                        
D202106132100583094   Death in Paradise (07)                                                                              Death in Paradise                                                                                   583118   Ep 06                                                                                               Meditated in Murder                                                                                 329463   06013  500028351Crime Drama                                                                                         004429163496069Death in Paradise                                                                                   
D202106132200599495   Tommy (01)                                                                                          Tommy                                                                                               599504   Ep 09                                                                                               Free to Go                                                                                          599494   05703  500028351Crime Drama                                                                                         004119163494791Tommy                                                                                               
D202106132300598861   Father Brown (08)                                                                                   Father Brown                                                                                        599238   09, The Fall of the House of St Gardner                                                             The Fall of the House of St Gardner                                                                 329855   05943  500028351Crime Drama                                                                                         004359169105313Father Brown                                                                                        
D202106132400599495   Tommy (01)                                                                                          Tommy                                                                                               599497   Ep 02                                                                                               There Are No Strangers Here                                                                         599494   05701  500028351Crime Drama                                                                                         004117169066847Tommy                                                                                               
D202106132500585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585431   Ep 05                                                                                               Aloha                                                                                               585406   06338  500023209Drama                                                                                               004754169179826I am the Night                                                                                      
D202106132605585409   I Am The Night (01)                                                                                 I am the Night                                                                                      585432   Ep 06                                                                                               Queen's Gambit, Accepted                                                                            585406   05355  500023209Drama                                                                                               004859169179826I am the Night                                                                                      
D202106132710579127   Rush (02)                                                                                           Rush                                                                                                579132   Episode 05                                                                                          Rush                                                                                                579080   05113  500028351Crime Drama                                                                                         004557169180979Rush                                                                                                
D202106140710247404   Murdoch Mysteries (01) (HD)                                                                         Murdoch Mysteries                                                                                   97390    09, Belly Speaker (use 86)                                                                          Belly Speaker                                                                                       327083   05049  500023381Crime                                                                                               004600168774195Murdoch Mysteries                                                                                   
